Name,Product_ID,Date,Sales,Revenue,EndOfDayStock,prev_stock
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-05,8,13.2,137118,137126.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-07,410,596.5,136708,137118.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-08,22,36.3,136686,136708.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-10,35,57.75,136651,136686.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-11,12,19.8,136639,136651.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-12,20,33.0,136619,136639.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-13,10,16.5,136609,136619.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-15,10,16.5,136599,136609.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-17,24,39.6,136575,136599.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-19,4,6.6,136571,136575.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-20,164,240.6,136407,136571.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-22,100,145.0,136307,136407.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-24,30,49.5,136277,136307.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-25,21,34.65,136256,136277.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-26,16,26.4,136240,136256.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-27,12,19.8,136228,136240.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-28,20,33.0,136208,136228.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-29,10,16.5,136198,136208.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-31,10,16.5,136188,136198.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-01,20,33.0,136168,136188.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-02,23,37.95,136145,136168.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-03,24,39.6,136121,136145.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-04,20,33.0,136101,136121.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-05,20,33.0,136081,136101.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-07,201,291.65,135880,136081.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-08,60,99.0,135820,135880.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-09,5,8.25,135815,135820.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-11,34,56.1,135781,135815.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-12,4,6.6,135777,135781.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-14,22,36.3,135755,135777.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-15,40,66.0,135715,135755.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-16,4,6.6,135711,135715.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-17,22,36.3,135689,135711.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-18,11,18.15,135678,135689.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-22,65,107.25,135613,135678.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-23,130,194.5,135483,135613.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-24,11,18.15,135472,135483.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-25,114,168.1,135358,135472.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-26,30,49.5,135328,135358.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-28,10,16.5,135318,135328.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-01,14,23.1,135304,135318.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-02,4,6.6,135300,135304.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-03,150,227.5,135150,135300.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-04,28,46.2,135122,135150.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-05,12,19.8,135110,135122.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-07,25,41.25,135085,135110.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-08,20,33.0,135065,135085.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-09,23,37.95,135042,135065.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-10,37,61.05,135005,135042.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-11,10,16.5,134995,135005.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-12,14,23.1,134981,134995.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-14,14,23.1,134967,134981.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-16,110,161.5,134857,134967.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-17,20,33.0,134837,134857.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-18,50,82.5,134787,134837.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-19,26,42.9,134761,134787.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-21,4,6.6,134757,134761.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-22,10,16.5,134747,134757.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-23,31,51.15,134716,134747.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-24,52,85.8,134664,134716.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-25,20,33.0,134644,134664.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-26,11,18.15,134633,134644.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-28,4,6.6,134629,134633.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-29,34,56.1,134595,134629.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-30,30,47.5,134565,134595.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-01,37,61.05,134528,134565.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-06,40,66.0,134488,134528.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-07,20,33.0,134468,134488.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-08,11,18.15,134457,134468.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-09,10,16.5,134447,134457.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-11,4,6.6,134443,134447.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-12,13,21.45,134430,134443.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-13,117,173.05,134313,134430.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-14,20,33.0,134293,134313.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-15,40,66.0,134253,134293.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-16,30,49.5,134223,134253.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-18,13,21.45,134210,134223.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-19,34,56.1,134176,134210.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-20,39,64.35,134137,134176.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-21,4,6.6,134133,134137.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-22,55,90.75,134078,134133.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-23,22,34.3,134056,134078.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-25,26,42.9,134030,134056.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-26,11,18.15,134019,134030.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-27,40,66.0,133979,134019.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-28,30,49.5,133949,133979.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-29,36,59.4,133913,133949.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-30,121,179.65,133792,133913.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-02,31,51.15,133761,133792.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-04,20,33.0,133741,133761.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-05,122,181.3,133619,133741.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-06,197,305.05,133422,133619.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-07,152,226.8,133270,133422.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-09,13,21.45,133257,133270.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-10,20,33.0,133237,133257.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-11,1,1.65,133236,133237.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-12,3,4.95,133233,133236.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-13,26,42.9,133207,133233.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-14,30,49.5,133177,133207.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-16,3,4.95,133174,133177.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-17,10,16.5,133164,133174.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-18,40,66.0,133124,133164.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-19,52,85.8,133072,133124.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-20,30,49.5,133042,133072.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-21,20,31.0,133022,133042.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-23,41,67.65,132981,133022.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-24,70,115.5,132911,132981.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-25,22,36.3,132889,132911.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-26,30,49.5,132859,132889.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-27,40,66.0,132819,132859.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-28,10,16.5,132809,132819.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-30,35,57.75,132774,132809.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-01,33,54.45,132741,132774.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-03,130,194.5,132611,132741.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-04,20,33.0,132591,132611.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-06,40,66.0,132551,132591.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-07,2442,3551.3,130109,132551.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-08,32,52.8,130077,130109.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-09,40,66.0,130037,130077.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-10,10,16.5,130027,130037.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-11,2,3.3,130025,130027.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-13,24,39.6,130001,130025.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-14,15,24.75,129986,130001.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-15,2,3.3,129984,129986.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-16,3,4.95,129981,129984.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-20,10,16.5,129971,129981.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-21,21,34.65,129950,129971.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-22,70,115.5,129880,129950.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-23,16,26.4,129864,129880.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-24,20,33.0,129844,129864.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-25,24,39.6,129820,129844.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-27,12,19.8,129808,129820.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-28,19,31.35,129789,129808.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-29,83,136.95,129706,129789.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-30,12,19.8,129694,129706.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-01,26,42.9,129668,129694.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-02,34,56.1,129634,129668.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-04,38,62.7,129596,129634.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-05,5,8.25,129591,129596.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-06,22,36.3,129569,129591.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-07,30,49.5,129539,129569.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-08,11,18.15,129528,129539.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-11,12,19.8,129516,129528.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-12,151,229.15,129365,129516.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-13,4,6.6,129361,129365.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-14,40,66.0,129321,129361.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-15,41,67.65,129280,129321.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-16,10,16.5,129270,129280.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-18,3,4.95,129267,129270.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-19,32,52.8,129235,129267.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-20,119,176.35,129116,129235.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-21,70,115.5,129046,129116.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-22,65,107.25,128981,129046.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-23,30,49.5,128951,128981.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-25,5,8.25,128946,128951.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-26,49,80.85,128897,128946.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-27,30,49.5,128867,128897.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-28,48,79.2,128819,128867.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-29,46,75.9,128773,128819.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-30,21,34.65,128752,128773.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-01,28,46.2,128724,128752.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-02,30,49.5,128694,128724.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-03,20,33.0,128674,128694.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-04,60,99.0,128614,128674.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-05,254,379.1,128360,128614.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-06,20,33.0,128340,128360.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-08,32,52.8,128308,128340.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-09,260,337.0,128048,128308.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-10,117,173.05,127931,128048.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-11,11,18.15,127920,127931.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-12,40,66.0,127880,127920.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-13,16,26.4,127864,127880.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-15,21,34.65,127843,127864.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-16,60,99.0,127783,127843.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-17,20,33.0,127763,127783.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-18,209,314.85,127554,127763.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-19,75,123.75,127479,127554.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-20,134,201.1,127345,127479.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-22,53,87.45,127292,127345.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-23,22,36.3,127270,127292.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-24,44,72.6,127226,127270.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-25,40,66.0,127186,127226.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-26,27,44.55,127159,127186.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-29,17,28.05,127142,127159.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-31,30,49.5,127112,127142.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-01,20,33.0,127092,127112.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-02,35,57.75,127057,127092.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-03,20,33.0,127037,127057.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-05,6,9.9,127031,127037.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-06,49,80.85,126982,127031.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-07,140,211.0,126842,126982.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-08,16,26.4,126826,126842.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-09,130,194.5,126696,126826.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-10,24,39.6,126672,126696.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-12,4,6.6,126668,126672.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-14,13,21.45,126655,126668.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-15,43,70.95,126612,126655.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-16,31,51.15,126581,126612.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-17,10,16.5,126571,126581.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-19,4,6.6,126567,126571.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-20,10,16.5,126557,126567.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-21,23,37.95,126534,126557.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-22,3,4.95,126531,126534.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-23,30,49.5,126501,126531.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-24,122,181.3,126379,126501.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-26,21,34.65,126358,126379.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-27,20,33.0,126338,126358.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-28,33,54.45,126305,126338.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-29,34,56.1,126271,126305.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-09-30,114,168.1,126157,126271.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-01,21,34.65,126136,126157.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-03,44,72.6,126092,126136.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-05,23,37.95,126069,126092.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-07,23,37.95,126046,126069.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-08,100,145.0,125946,126046.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-10,32,52.8,125914,125946.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-11,20,33.0,125894,125914.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-12,66,108.9,125828,125894.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-13,32,52.8,125796,125828.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-14,10,16.5,125786,125796.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-15,22,36.3,125764,125786.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-17,10,16.5,125754,125764.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-19,20,33.0,125734,125754.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-20,1,1.65,125733,125734.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-21,2,3.3,125731,125733.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-24,7,11.55,125724,125731.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-25,25,41.25,125699,125724.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-26,13,21.45,125686,125699.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-27,4,6.6,125682,125686.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-28,17,28.05,125665,125682.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-29,10,16.5,125655,125665.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-10-31,31,51.15,125624,125655.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-01,1,1.65,125623,125624.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-02,11,18.15,125612,125623.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-03,26,42.9,125586,125612.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-04,19,31.35,125567,125586.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-07,52,85.8,125515,125567.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-08,2,3.3,125513,125515.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-09,21,34.65,125492,125513.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-10,9,14.85,125483,125492.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-11,16,26.4,125467,125483.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-12,16,26.4,125451,125467.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-14,7,11.55,125444,125451.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-15,12,19.8,125432,125444.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-16,61,100.65,125371,125432.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-17,11,18.15,125360,125371.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-18,25,41.25,125335,125360.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-19,6,9.9,125329,125335.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-21,29,47.85,125300,125329.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-22,12,19.8,125288,125300.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-23,16,26.4,125272,125288.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-24,60,99.0,125212,125272.0
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-11-25,50,82.5,125162,125212.0
