Name,Product_ID,Date,Sales,Revenue,EndOfDayStock
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-01-06,168,23.52,54260
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-02-04,24,3.36,54236
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-02-24,48,6.72,54188
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-03-04,36,5.04,54152
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-03-13,12,1.68,54140
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-03-18,48,6.72,54092
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-03-27,24,3.36,54068
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-04-11,24,3.36,54044
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-04-18,12,1.68,54032
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-04-19,60,8.4,53972
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-04-20,12,1.68,53960
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-04-26,144,20.16,53816
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-04-27,48,6.72,53768
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-04-28,240,16.8,53528
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-05,300,42,53228
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-06,192,26.88,53036
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-09,24,3.36,53012
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-10,24,3.36,52988
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-11,12,1.68,52976
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-15,12,1.68,52964
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-22,48,6.72,52916
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-24,24,3.36,52892
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-25,60,8.4,52832
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-26,96,13.44,52736
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-05-29,24,3.36,52712
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-01,24,3.36,52688
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-02,240,16.8,52448
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-07,12,1.68,52436
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-09,1248,90.72,51188
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-12,12,1.68,51176
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-13,24,3.36,51152
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-19,24,3.36,51128
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-20,24,3.36,51104
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-06-23,12,1.68,51092
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-07-01,24,3.36,51068
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-07-17,48,6.72,51020
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-07-18,96,13.44,50924
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-07-21,1,0.14,50923
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-07-22,24,3.36,50899
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-07-28,12,1.68,50887
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-08-03,12,1.68,50875
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-08-11,24,3.36,50851
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-08-18,24,3.36,50827
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-08-25,24,3.36,50803
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-08-26,24,3.36,50779
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-01,24,3.36,50755
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-02,12,1.68,50743
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-05,12,1.68,50731
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-06,72,10.08,50659
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-09,24,3.36,50635
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-15,3,0.42,50632
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-16,12,1.68,50620
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-20,168,23.52,50452
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-21,24,3.36,50428
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-25,24,3.36,50404
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-09-27,12,1.68,50392
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-10-02,1200,84,49192
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-10-07,48,6.72,49144
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-10-13,396,55.44,48748
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-10-24,24,3.36,48724
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-10-27,96,13.44,48628
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-10-30,24,3.36,48604
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-01,60,8.4,48544
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-02,24,3.36,48520
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-04,312,43.68,48208
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-09,12,1.68,48196
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-13,12,1.68,48184
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-15,12,1.68,48172
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-16,1,0.14,48171
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-21,48,6.72,48123
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-22,24,3.36,48099
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-24,40,5.6,48059
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE710mm,15034,2011-11-28,12,1.68,48047
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-01,44,72.6,137548
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-02,5,8.25,137543
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-03,41,67.65,137502
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-04,56,92.4,137446
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-06,7,11.55,137439
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-07,1,1.65,137438
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-08,13,21.45,137425
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-11,1,1.65,137424
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-13,14,23.1,137410
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-14,74,122.1,137336
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-16,20,33,137316
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-17,20,33,137296
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-18,50,82.5,137246
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-21,100,145,137146
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2009-12-23,20,33,137126
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-05,8,13.2,137118
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-07,410,596.5,136708
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-08,22,36.3,136686
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-10,35,57.75,136651
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-11,12,19.8,136639
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-12,20,33,136619
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-13,10,16.5,136609
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-15,10,16.5,136599
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-17,24,39.6,136575
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-19,4,6.6,136571
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-20,164,240.6,136407
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-22,100,145,136307
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-24,30,49.5,136277
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-25,21,34.65,136256
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-26,16,26.4,136240
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-27,12,19.8,136228
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-28,20,33,136208
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-29,10,16.5,136198
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-01-31,10,16.5,136188
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-01,20,33,136168
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-02,23,37.95,136145
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-03,24,39.6,136121
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-04,20,33,136101
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-05,20,33,136081
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-07,201,291.65,135880
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-08,60,99,135820
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-09,5,8.25,135815
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-11,34,56.1,135781
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-12,4,6.6,135777
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-14,22,36.3,135755
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-15,40,66,135715
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-16,4,6.6,135711
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-17,22,36.3,135689
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-18,11,18.15,135678
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-22,65,107.25,135613
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-23,130,194.5,135483
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-24,11,18.15,135472
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-25,114,168.1,135358
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-26,30,49.5,135328
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-02-28,10,16.5,135318
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-01,14,23.1,135304
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-02,4,6.6,135300
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-03,150,227.5,135150
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-04,28,46.2,135122
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-05,12,19.8,135110
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-07,25,41.25,135085
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-08,20,33,135065
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-09,23,37.95,135042
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-10,37,61.05,135005
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-11,10,16.5,134995
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-12,14,23.1,134981
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-14,14,23.1,134967
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-16,110,161.5,134857
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-17,20,33,134837
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-18,50,82.5,134787
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-19,26,42.9,134761
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-21,4,6.6,134757
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-22,10,16.5,134747
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-23,31,51.15,134716
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-24,52,85.8,134664
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-25,20,33,134644
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-26,11,18.15,134633
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-28,4,6.6,134629
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-29,34,56.1,134595
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-03-30,30,47.5,134565
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-01,37,61.05,134528
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-06,40,66,134488
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-07,20,33,134468
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-08,11,18.15,134457
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-09,10,16.5,134447
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-11,4,6.6,134443
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-12,13,21.45,134430
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-13,117,173.05,134313
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-14,20,33,134293
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-15,40,66,134253
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-16,30,49.5,134223
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-18,13,21.45,134210
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-19,34,56.1,134176
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-20,39,64.35,134137
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-21,4,6.6,134133
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-22,55,90.75,134078
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-23,22,34.3,134056
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-25,26,42.9,134030
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-26,11,18.15,134019
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-27,40,66,133979
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-28,30,49.5,133949
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-29,36,59.4,133913
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-04-30,121,179.65,133792
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-02,31,51.15,133761
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-04,20,33,133741
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-05,122,181.3,133619
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-06,197,305.05,133422
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-07,152,226.8,133270
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-09,13,21.45,133257
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-10,20,33,133237
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-11,1,1.65,133236
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-12,3,4.95,133233
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-13,26,42.9,133207
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-14,30,49.5,133177
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-16,3,4.95,133174
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-17,10,16.5,133164
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-18,40,66,133124
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-19,52,85.8,133072
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-20,30,49.5,133042
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-21,20,31,133022
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-23,41,67.65,132981
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-24,70,115.5,132911
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-25,22,36.3,132889
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-26,30,49.5,132859
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-27,40,66,132819
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-28,10,16.5,132809
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-05-30,35,57.75,132774
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-01,33,54.45,132741
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-03,130,194.5,132611
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-04,20,33,132591
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-06,40,66,132551
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-07,2442,3551.3,130109
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-08,32,52.8,130077
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-09,40,66,130037
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-10,10,16.5,130027
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-11,2,3.3,130025
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-13,24,39.6,130001
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-14,15,24.75,129986
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-15,2,3.3,129984
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-16,3,4.95,129981
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-20,10,16.5,129971
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-21,21,34.65,129950
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-22,70,115.5,129880
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-23,16,26.4,129864
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-24,20,33,129844
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-25,24,39.6,129820
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-27,12,19.8,129808
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-28,19,31.35,129789
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-29,83,136.95,129706
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-06-30,12,19.8,129694
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-01,26,42.9,129668
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-02,34,56.1,129634
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-04,38,62.7,129596
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-05,5,8.25,129591
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-06,22,36.3,129569
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-07,30,49.5,129539
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-08,11,18.15,129528
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-11,12,19.8,129516
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-12,151,229.15,129365
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-13,4,6.6,129361
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-14,40,66,129321
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-15,41,67.65,129280
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-16,10,16.5,129270
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-18,3,4.95,129267
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-19,32,52.8,129235
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-20,119,176.35,129116
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-21,70,115.5,129046
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-22,65,107.25,128981
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-23,30,49.5,128951
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-25,5,8.25,128946
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-26,49,80.85,128897
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-27,30,49.5,128867
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-28,48,79.2,128819
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-29,46,75.9,128773
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-07-30,21,34.65,128752
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-01,28,46.2,128724
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-02,30,49.5,128694
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-03,20,33,128674
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-04,60,99,128614
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-05,254,379.1,128360
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-06,20,33,128340
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-08,32,52.8,128308
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-09,260,337,128048
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-10,117,173.05,127931
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-11,11,18.15,127920
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-12,40,66,127880
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-13,16,26.4,127864
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-15,21,34.65,127843
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-16,60,99,127783
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-17,20,33,127763
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-18,209,314.85,127554
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-19,75,123.75,127479
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-20,134,201.1,127345
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-22,53,87.45,127292
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-23,22,36.3,127270
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-24,44,72.6,127226
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-25,40,66,127186
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-26,27,44.55,127159
APARAT KEBAB-SHAORMA GAZ 4 ARZATOARE,20728,2010-08-29,17,28.05,127142
